Contig	Domain	Phylum	Class	Order	Family	Genus	Species
NODE_3508_length_7950_cov_10.074604	Unidentified						
NODE_35094_length_1527_cov_3.434103	Unidentified						
NODE_350_length_23316_cov_10.081682	Unidentified						
NODE_350_length_24918_cov_6.813940	Unidentified						
NODE_350_length_26603_cov_6.282168	Unidentified						
NODE_3513_length_7945_cov_23.627757	Unidentified						
NODE_3514_length_5601_cov_12.068157	Unidentified						
NODE_3515_length_7297_cov_9.606600	Unidentified						
NODE_35166_length_1677_cov_7.167694	Unidentified						
NODE_3518_length_7292_cov_9.541385	Unidentified						
NODE_3519_length_7045_cov_7.520744	Unidentified						
NODE_351_length_19024_cov_13.163161	Unidentified						
NODE_351_length_24461_cov_9.759649	Unidentified						
NODE_351_length_24523_cov_41.323116	Unidentified						
NODE_351_length_26567_cov_26.734007	Unidentified						
NODE_3521_length_7041_cov_27.707558	Unidentified						
NODE_3521_length_7288_cov_5.221900	Unidentified						
NODE_3523_length_7040_cov_7.220186	Unidentified						
NODE_3527_length_7029_cov_8.090909	Unidentified						
NODE_352_length_21588_cov_35.299308	Unidentified						
NODE_3532_length_6501_cov_10.351226	Unidentified						
NODE_35374_length_1670_cov_9.498452	Unidentified						
NODE_353_length_21568_cov_10.506949	Unidentified						
NODE_353_length_21573_cov_7.060229	Unidentified						
NODE_353_length_24851_cov_10.956606	Unidentified						
NODE_35413_length_1669_cov_5.547088	Unidentified						
NODE_35420_length_1516_cov_3.279945	Unidentified						
NODE_3544_length_7013_cov_119.170882	Unidentified						
NODE_35458_length_1579_cov_3.137795	Unidentified						
NODE_354_length_19340_cov_10.173503	Unidentified						
NODE_35511_length_1666_cov_10.371198	Unidentified						
NODE_3557_length_5560_cov_15.787648	Unidentified						
NODE_3557_length_6988_cov_22.279965	Unidentified						
NODE_355_length_26390_cov_21.504120	Unidentified						
NODE_3561_length_5790_cov_35.447254	Unidentified						
NODE_3564_length_7895_cov_12.893367	Unidentified						
NODE_3566_length_7891_cov_18.387953	Unidentified						
NODE_3567_length_5554_cov_17.001273	Unidentified						
NODE_3568_length_5553_cov_15.187705	Unidentified						
NODE_3568_length_5785_cov_11.478709	Unidentified						
NODE_356_length_24340_cov_8.985917	Unidentified						
NODE_35730_length_1676_cov_50.238125	Unidentified						
NODE_3573_length_7881_cov_5.172630	Unidentified						
NODE_3576_length_5776_cov_10.315854	Unidentified						
NODE_3578_length_7877_cov_7.426234	Unidentified						
NODE_3579_length_7876_cov_12.629843	Unidentified						
NODE_357_length_23091_cov_10.191309	Unidentified						
NODE_3580_length_6023_cov_7.176776	Unidentified						
NODE_3581_length_6967_cov_11.845775	Unidentified						
NODE_35846_length_1600_cov_8.691262	Unidentified						
NODE_3584_length_7872_cov_13.295254	Unidentified						
NODE_3585_length_8074_cov_7.170470	Unidentified						
NODE_3587_length_7870_cov_11.927447	Unidentified						
NODE_358_length_24322_cov_9.107018	Unidentified						
NODE_3591_length_6246_cov_4.755613	Unidentified						
NODE_3591_length_7413_cov_3.480158	Unidentified						
NODE_3595_length_7469_cov_38.819665	Unidentified						
NODE_3596_length_7203_cov_134.693900	Unidentified						
NODE_35973_length_1651_cov_6.771303	Unidentified						
NODE_359_length_24621_cov_21.629895	Unidentified						
NODE_359_length_26244_cov_23.531674	Unidentified						
NODE_35_length_45320_cov_17.897956	Unidentified						
NODE_35_length_48756_cov_9.642451	Unidentified						
NODE_35_length_49390_cov_7.589642	Unidentified						
NODE_3604_length_7194_cov_4.845917	Unidentified						
NODE_3606_length_5521_cov_17.364069	Unidentified						
NODE_3606_length_7192_cov_144.020597	Unidentified						
NODE_3607_length_5747_cov_20.704498	Unidentified						
NODE_3607_length_7845_cov_76.460462	Unidentified						
NODE_3608_length_8038_cov_6.641989	Unidentified						
NODE_3609_length_6237_cov_4.760434	Unidentified						
NODE_3609_length_6943_cov_24.608031	Unidentified						
NODE_360_length_24171_cov_8.082393	Unidentified						
NODE_360_length_24614_cov_11.187671	Unidentified						
NODE_3610_length_7184_cov_178.831253	Unidentified						
NODE_3612_length_7837_cov_71.562580	Unidentified						
NODE_3617_length_7174_cov_5.453013	Unidentified						
NODE_3618_length_6933_cov_24.348648	Unidentified						
NODE_361_length_18617_cov_4.798028	Unidentified						
NODE_361_length_18855_cov_11.313670	Unidentified						
NODE_361_length_24185_cov_141.042022	Unidentified						
NODE_361_length_27508_cov_41.310494	Unidentified						
NODE_362_length_24167_cov_12.528948	Unidentified						
NODE_362_length_24595_cov_16.506112	Unidentified						
NODE_3630_length_6921_cov_10.795951	Unidentified						
NODE_3631_length_8011_cov_37.492961	Unidentified						
NODE_3632_length_5971_cov_3.576403	Unidentified						
NODE_36347_length_1594_cov_11.623782	Unidentified						
NODE_36383_length_1552_cov_6.690047	Unidentified						
NODE_3640_length_7353_cov_4.182379	Unidentified						
NODE_3645_length_6905_cov_96.154307	Unidentified						
NODE_3646_length_6905_cov_9.217664	Unidentified						
NODE_3647_length_7394_cov_41.472953	Unidentified						
NODE_364_length_17868_cov_18.404985	Unidentified						
NODE_364_length_21252_cov_31.516016	Unidentified						
NODE_364_length_24544_cov_19.930908	Unidentified						
NODE_3651_length_7344_cov_4.307450	Unidentified						
NODE_36545_length_1547_cov_5.672252	Unidentified						
NODE_3659_length_6893_cov_94.134689	Unidentified						
NODE_365_length_24041_cov_10.448595	Unidentified						
NODE_3662_length_7773_cov_23.045608	Unidentified						
NODE_36630_length_1642_cov_29.249527	Unidentified						
NODE_3663_length_6889_cov_9.095844	Unidentified						
NODE_3668_length_5684_cov_8.821283	Unidentified						
NODE_3668_length_7951_cov_51.261905	Unidentified						
NODE_36697_length_1628_cov_9.853147	Unidentified						
NODE_366_length_24492_cov_99.986864	Unidentified						
NODE_366_length_26152_cov_74.236847	Unidentified						
NODE_3675_length_5464_cov_45.176742	Unidentified						
NODE_3678_length_7752_cov_52.998571	Unidentified						
NODE_3679_length_5461_cov_11.633000	Unidentified						
NODE_3679_length_5930_cov_8.067234	Unidentified						
NODE_3679_length_7752_cov_10.565805	Unidentified						
NODE_3683_length_7749_cov_11.695477	Unidentified						
NODE_3687_length_5453_cov_13.531678	Unidentified						
NODE_3688_length_5451_cov_13.703113	Unidentified						
NODE_368_length_27122_cov_37.766321	Unidentified						
NODE_3694_length_5837_cov_6.819786	Unidentified						
NODE_3694_length_7083_cov_4.651537	Unidentified						
NODE_3695_length_7925_cov_7.696315	Unidentified						
NODE_3696_length_6844_cov_24.382383	Unidentified						
NODE_369_length_23761_cov_9.291445	Unidentified						
NODE_37031_length_1572_cov_24.793672	Unidentified						
NODE_3705_length_6835_cov_10.300737	Unidentified						
NODE_3707_length_6330_cov_10.725896	Unidentified						
NODE_37099_length_1625_cov_36.642038	Unidentified						
NODE_3710_length_5433_cov_17.342135	Unidentified						
NODE_3711_length_7711_cov_20.462252	Unidentified						
NODE_37130_length_1531_cov_12.902439	Unidentified						
NODE_3715_length_5885_cov_6.765695	Unidentified						
NODE_3716_length_6825_cov_7.552585	Unidentified						
NODE_3717_length_6320_cov_10.491780	Unidentified						
NODE_3717_length_7703_cov_9.769482	Unidentified						
NODE_3719_length_7055_cov_139.131714	Unidentified						
NODE_371_length_22626_cov_10.735103	Unidentified						
NODE_371_length_23720_cov_10.708388	Unidentified						
NODE_371_length_24382_cov_22.277182	Unidentified						
NODE_37212_length_1566_cov_11.136334	Unidentified						
NODE_3721_length_7698_cov_11.974225	Unidentified						
NODE_3723_length_7695_cov_13.250916	Unidentified						
NODE_37262_length_1611_cov_20.276992	Unidentified						
NODE_3728_length_6811_cov_6.117377	Unidentified						
NODE_372_length_22343_cov_7.564698	Unidentified						
NODE_3731_length_7686_cov_13.118333	Unidentified						
NODE_3734_length_5623_cov_29.176365	Unidentified						
NODE_3736_length_6804_cov_9.474737	Unidentified						
NODE_37483_length_1522_cov_3.524881	Unidentified						
NODE_374_length_18555_cov_11.212757	Unidentified						
NODE_374_length_21115_cov_7.271510	Unidentified						
NODE_374_length_24298_cov_7.500186	Unidentified						
NODE_374_length_25971_cov_6.024579	Unidentified						
NODE_37503_length_1604_cov_10.107811	Unidentified						
NODE_3752_length_5402_cov_11.115579	Unidentified						
NODE_37540_length_1603_cov_5.925711	Unidentified						
NODE_3756_length_5605_cov_10.127207	Unidentified						
NODE_3757_length_7016_cov_8.439592	Unidentified						
NODE_375_length_17505_cov_42.893696	Unidentified						
NODE_3768_length_6090_cov_4.900083	Unidentified						
NODE_3768_length_7657_cov_12.266114	Unidentified						
NODE_3769_length_5383_cov_21.367492	Unidentified						
NODE_376_length_24171_cov_96.401435	Unidentified						
NODE_37738_length_1550_cov_9.290301	Unidentified						
NODE_3774_length_6765_cov_8.905961	Unidentified						
NODE_37762_length_1603_cov_7.361757	Unidentified						
NODE_377_length_22502_cov_9.991224	Unidentified						
NODE_377_length_24117_cov_102.830646	Unidentified						
NODE_377_length_25930_cov_88.834164	Unidentified						
NODE_37834_length_1594_cov_4.068876	Unidentified						
NODE_3783_length_5816_cov_5.073425	Unidentified						
NODE_378_length_24005_cov_99.700835	Unidentified						
NODE_3794_length_5803_cov_5.695894	Unidentified						
NODE_3794_length_6058_cov_5.490921	Unidentified						
NODE_379_length_18334_cov_5.197494	Unidentified						
NODE_379_length_24000_cov_16.673752	Unidentified						
NODE_379_length_25881_cov_23.948618	Unidentified						
NODE_37_length_108198_cov_161.320908	Unidentified						
NODE_3802_length_5563_cov_9.303558	Unidentified						
NODE_3806_length_5796_cov_3.868316	Unidentified						
NODE_3808_length_6243_cov_10.325469	Unidentified						
NODE_380_length_23552_cov_138.873601	Unidentified						
NODE_380_length_23975_cov_7.580268	Unidentified						
NODE_38125_length_1585_cov_8.718954	Unidentified						
NODE_38149_length_1587_cov_13.048956	Unidentified						
NODE_381_length_20968_cov_28.890116	Unidentified						
NODE_381_length_23962_cov_108.626762	Unidentified						
NODE_381_length_25771_cov_73.317118	Unidentified						
NODE_38219_length_1535_cov_12.906757	Unidentified						
NODE_3822_length_7585_cov_13.081142	Unidentified						
NODE_3825_length_5780_cov_7.432140	Unidentified						
NODE_3829_length_5335_cov_11.275379	Unidentified						
NODE_382_length_23535_cov_12.173126	Unidentified						
NODE_382_length_26803_cov_40.629505	Unidentified						
NODE_3830_length_6713_cov_9.149144	Unidentified						
NODE_3832_length_6711_cov_20.408053	Unidentified						
NODE_3832_length_6927_cov_10.637660	Unidentified						
NODE_3833_length_5542_cov_11.438673	Unidentified						
NODE_38385_length_1577_cov_9.944152	Unidentified						
NODE_383_length_23645_cov_44.781984	Unidentified						
NODE_3841_length_7570_cov_6.813307	Unidentified						
NODE_38424_length_1576_cov_8.894149	Unidentified						
NODE_384_length_22197_cov_10.973715	Unidentified						
NODE_3854_length_5751_cov_8.127985	Unidentified						
NODE_385_length_18215_cov_4.906828	Unidentified						
NODE_3868_length_5991_cov_4.520721	Unidentified						
NODE_3869_length_6668_cov_8.312113	Unidentified						
NODE_386_length_18729_cov_14.926904	Unidentified						
NODE_386_length_22116_cov_9.909116	Unidentified						
NODE_3872_length_7087_cov_4.018345	Unidentified						
NODE_3877_length_6498_cov_15.239330	Unidentified						
NODE_3879_length_6862_cov_5.558983	Unidentified						
NODE_387_length_21857_cov_4.600220	Unidentified						
NODE_3884_length_6655_cov_7.250455	Unidentified						
NODE_3885_length_6858_cov_9.971924	Unidentified						
NODE_3888_length_6186_cov_10.649976	Unidentified						
NODE_388_length_21846_cov_7.481529	Unidentified						
NODE_3896_length_5651_cov_8.484989	Unidentified						
NODE_389_length_23719_cov_23.365365	Unidentified						
NODE_38_length_107044_cov_84.358140	Unidentified						
NODE_38_length_43262_cov_42.603745	Unidentified						
NODE_38_length_58569_cov_9.936357	Unidentified						
NODE_3903_length_5469_cov_9.939232	Unidentified						
NODE_3905_length_6628_cov_9.259242	Unidentified						
NODE_39069_length_1563_cov_13.228780	Unidentified						
NODE_39080_length_1558_cov_8.417166	Unidentified						
NODE_3909_length_6169_cov_10.413968	Unidentified						
NODE_390_length_20718_cov_10.981561	Unidentified						
NODE_390_length_23340_cov_9.988447	Unidentified						
NODE_390_length_23665_cov_11.106311	Unidentified						
NODE_390_length_26443_cov_39.480294	Unidentified						
NODE_3915_length_7477_cov_64.995284	Unidentified						
NODE_3916_length_7477_cov_6.391000	Unidentified						
NODE_391_length_23334_cov_10.341595	Unidentified						
NODE_3921_length_6609_cov_114.787153	Unidentified						
NODE_3921_length_7474_cov_23.371344	Unidentified						
NODE_3922_length_5707_cov_7.361642	Unidentified						
NODE_3922_length_7474_cov_13.182370	Unidentified						
NODE_3926_length_5257_cov_17.509227	Unidentified						
NODE_3927_length_6152_cov_9.703461	Unidentified						
NODE_3928_length_7470_cov_6.967094	Unidentified						
NODE_3929_length_7468_cov_11.376231	Unidentified						
NODE_3929_length_7644_cov_40.996969	Unidentified						
NODE_392_length_20657_cov_10.693234	Unidentified						
NODE_3935_length_5250_cov_10.146487	Unidentified						
NODE_3936_length_6593_cov_5.228204	Unidentified						
NODE_3936_length_7465_cov_6.070445	Unidentified						
NODE_3937_length_7464_cov_11.135646	Unidentified						
NODE_3938_length_7017_cov_4.033898	Unidentified						
NODE_393_length_23490_cov_23.839727	Unidentified						
NODE_393_length_26329_cov_41.077453	Unidentified						
NODE_3943_length_5939_cov_3.864718	Unidentified						
NODE_3944_length_6784_cov_10.495765	Unidentified						
NODE_39471_length_1542_cov_4.096839	Unidentified						
NODE_3947_length_6780_cov_9.435390	Unidentified						
NODE_3948_length_5935_cov_5.888095	Unidentified						
NODE_3949_length_5242_cov_18.785618	Unidentified						
NODE_3949_length_7446_cov_5.869842	Unidentified						
NODE_39505_length_1546_cov_8.403756	Unidentified						
NODE_3952_length_6578_cov_22.621340	Unidentified						
NODE_3954_length_7001_cov_38.397639	Unidentified						
NODE_3956_length_5673_cov_12.367747	Unidentified						
NODE_39589_length_1544_cov_43.358630	Unidentified						
NODE_3958_length_5928_cov_3.893070	Unidentified						
NODE_395_length_23137_cov_132.836323	Unidentified						
NODE_3960_length_6569_cov_15.128492	Unidentified						
NODE_3961_length_6772_cov_3.934941	Unidentified						
NODE_3964_length_6565_cov_22.097081	Unidentified						
NODE_39671_length_1541_cov_8.129206	Unidentified						
NODE_3968_length_6563_cov_20.944530	Unidentified						
NODE_396_length_21859_cov_10.247432	Unidentified						
NODE_396_length_23132_cov_9.391645	Unidentified						
NODE_396_length_25372_cov_20.712525	Unidentified						
NODE_3972_length_6561_cov_9.492161	Unidentified						
NODE_3976_length_6754_cov_8.263771	Unidentified						
NODE_3977_length_5919_cov_6.128922	Unidentified						
NODE_3977_length_7417_cov_70.680929	Unidentified						
NODE_3978_length_6752_cov_4.867553	Unidentified						
NODE_39799_length_1538_cov_43.979771	Unidentified						
NODE_397_length_17114_cov_12.612814	Unidentified						
NODE_397_length_26094_cov_41.576789	Unidentified						
NODE_3980_length_6548_cov_7.427229	Unidentified						
NODE_39820_length_1533_cov_8.260487	Unidentified						
NODE_3984_length_6744_cov_148.197937	Unidentified						
NODE_39853_length_1536_cov_27.189061	Unidentified						
NODE_3987_length_6538_cov_11.670060	Unidentified						
NODE_39895_length_1531_cov_4.899729	Unidentified						
NODE_398_length_20505_cov_28.996039	Unidentified						
NODE_398_length_23352_cov_22.331330	Unidentified						
NODE_398_length_25285_cov_23.843203	Unidentified						
NODE_3990_length_5566_cov_7.205044	Unidentified						
NODE_3990_length_7397_cov_12.659902	Unidentified						
NODE_3992_length_6734_cov_9.151071	Unidentified						
NODE_39949_length_1534_cov_37.793780	Unidentified						
NODE_3994_length_6732_cov_5.090160	Unidentified						
NODE_3995_length_5216_cov_18.806045	Unidentified						
NODE_3995_length_6533_cov_8.399506	Unidentified						
NODE_39960_length_1533_cov_22.353180	Unidentified						
NODE_3996_length_5216_cov_17.260996	Unidentified						
NODE_3997_length_6531_cov_97.269765	Unidentified						
NODE_3998_length_7390_cov_65.266667	Unidentified						
NODE_3999_length_5560_cov_5.359855	Unidentified						
NODE_399_length_25264_cov_6.299774	Unidentified						
NODE_39_length_101961_cov_80.397494	Unidentified						
NODE_3_length_335183_cov_13.338333	Unidentified						
NODE_4003_length_6719_cov_143.216387	Unidentified						
NODE_40052_length_1531_cov_6.236450	Unidentified						
NODE_4005_length_6523_cov_6.913575	Unidentified						
NODE_4006_length_5622_cov_8.213580	Unidentified						
NODE_400_length_17015_cov_23.245106	Unidentified						
NODE_400_length_25254_cov_12.519148	Unidentified						
NODE_4019_length_5199_cov_16.770412	Unidentified						
NODE_401_length_23312_cov_11.585243	Unidentified						
NODE_401_length_25246_cov_87.231988	Unidentified						
NODE_4026_length_5377_cov_9.432732	Unidentified						
NODE_402_length_16999_cov_33.226688	Unidentified						
NODE_4030_length_6507_cov_8.345474	Unidentified						
NODE_4034_length_5188_cov_15.472044	Unidentified						
NODE_4034_length_6691_cov_4.594334	Unidentified						
NODE_4035_length_5185_cov_30.413255	Unidentified						
NODE_4035_length_6911_cov_40.518232	Unidentified						
NODE_4038_length_7353_cov_174.959578	Unidentified						
NODE_403_length_23255_cov_23.748491	Unidentified						
NODE_4041_length_5519_cov_6.349927	Unidentified						
NODE_4043_length_6498_cov_7.095608	Unidentified						
NODE_4044_length_6062_cov_10.546363	Unidentified						
NODE_4044_length_7527_cov_39.759502	Unidentified						
NODE_404_length_17951_cov_12.188198	Unidentified						
NODE_404_length_21668_cov_9.578402	Unidentified						
NODE_4059_length_6484_cov_11.226163	Unidentified						
NODE_4059_length_7515_cov_44.646515	Unidentified						
NODE_405_length_23229_cov_98.751877	Unidentified						
NODE_4063_length_5575_cov_5.789855	Unidentified						
NODE_4066_length_6475_cov_7.886449	Unidentified						
NODE_4069_length_5851_cov_5.183057	Unidentified						
NODE_406_length_23227_cov_17.208830	Unidentified						
NODE_406_length_25133_cov_160.219276	Unidentified						
NODE_40723_length_1510_cov_42.326460	Unidentified						
NODE_4074_length_5566_cov_7.943749	Unidentified						
NODE_4078_length_5153_cov_14.419772	Unidentified						
NODE_4079_length_5564_cov_3.958069	Unidentified						
NODE_407_length_23216_cov_11.546479	Unidentified						
NODE_4083_length_5151_cov_14.836146	Unidentified						
NODE_4085_length_6628_cov_9.438156	Unidentified						
NODE_4086_length_5559_cov_4.671512	Unidentified						
NODE_4086_length_6628_cov_5.026320	Unidentified						
NODE_4088_length_5833_cov_5.179993	Unidentified						
NODE_40895_length_1507_cov_4.471074	Unidentified						
NODE_408_length_23209_cov_13.945279	Unidentified						
NODE_408_length_25107_cov_88.105940	Unidentified						
NODE_4094_length_6450_cov_22.864738	Unidentified						
NODE_4095_length_4610_cov_11.651811	Unidentified						
NODE_4098_length_6617_cov_4.348065	Unidentified						
NODE_4098_length_7298_cov_21.027613	Unidentified						
NODE_409_length_16909_cov_18.997508	Unidentified						
NODE_409_length_25102_cov_22.858147	Unidentified						
NODE_40_length_101895_cov_85.760399	Unidentified						
NODE_40_length_53213_cov_9.982881	Unidentified						
NODE_41080_length_1503_cov_13.888122	Unidentified						
NODE_4108_length_5138_cov_17.006492	Unidentified						
NODE_410_length_16902_cov_15.897192	Unidentified						
NODE_4114_length_6435_cov_4.297492	Unidentified						
NODE_4116_length_7465_cov_7.138057	Unidentified						
NODE_4117_length_7281_cov_10.366593	Unidentified						
NODE_411_length_25070_cov_5.332760	Unidentified						
NODE_41204_length_1500_cov_6.818685	Unidentified						
NODE_4126_length_5303_cov_10.624619	Unidentified						
NODE_4127_length_6288_cov_10.214503	Unidentified						
NODE_412_length_22640_cov_126.510117	Unidentified						
NODE_4130_length_6422_cov_12.528506	Unidentified						
NODE_4133_length_7454_cov_9.545074	Unidentified						
NODE_4137_length_5530_cov_5.469224	Unidentified						
NODE_4138_length_5115_cov_14.792095	Unidentified						
NODE_413_length_23094_cov_7.322540	Unidentified						
NODE_413_length_25054_cov_23.756590	Unidentified						
NODE_4140_length_7266_cov_12.624047	Unidentified						
NODE_414_length_23051_cov_26.386241	Unidentified						
NODE_4151_length_5977_cov_10.957785	Unidentified						
NODE_4158_length_6261_cov_14.180309	Unidentified						
NODE_415_length_18112_cov_14.078806	Unidentified						
NODE_415_length_22600_cov_12.785274	Unidentified						
NODE_415_length_22912_cov_7.982019	Unidentified						
NODE_4160_length_5512_cov_7.578523	Unidentified						
NODE_4160_length_6563_cov_9.432391	Unidentified						
NODE_4162_length_7245_cov_22.886509	Unidentified						
NODE_4164_length_5103_cov_11.622227	Unidentified						
NODE_4164_length_7244_cov_13.077201	Unidentified						
NODE_4165_length_7244_cov_6.117123	Unidentified						
NODE_4168_length_5967_cov_11.389208	Unidentified						
NODE_416_length_19852_cov_9.629035	Unidentified						
NODE_4174_length_6553_cov_9.907972	Unidentified						
NODE_4179_length_6547_cov_8.970579	Unidentified						
NODE_417_length_16848_cov_17.808134	Unidentified						
NODE_4180_length_6376_cov_20.166904	Unidentified						
NODE_4189_length_5084_cov_11.324319	Unidentified						
NODE_418_length_17592_cov_13.059018	Unidentified						
NODE_418_length_22885_cov_23.598073	Unidentified						
NODE_4190_length_6372_cov_7.011081	Unidentified						
NODE_4195_length_5076_cov_19.048795	Unidentified						
NODE_4197_length_7219_cov_10.276661	Unidentified						
NODE_419_length_21094_cov_4.241504	Unidentified						
NODE_419_length_22468_cov_9.064739	Unidentified						
NODE_419_length_22825_cov_22.976109	Unidentified						
NODE_41_length_53195_cov_10.002315	Unidentified						
NODE_4209_length_6358_cov_6.918134	Unidentified						
NODE_420_length_16755_cov_17.738263	Unidentified						
NODE_420_length_21150_cov_10.257312	Unidentified						
NODE_4210_length_5065_cov_14.429940	Unidentified						
NODE_4212_length_6215_cov_14.611364	Unidentified						
NODE_4212_length_6524_cov_139.889627	Unidentified						
NODE_4213_length_6355_cov_16.773492	Unidentified						
NODE_4214_length_5225_cov_9.482785	Unidentified						
NODE_4215_length_6354_cov_7.804572	Unidentified						
NODE_4219_length_6523_cov_9.797155	Unidentified						
NODE_421_length_20020_cov_7.073729	Unidentified						
NODE_4229_length_6514_cov_4.360737	Unidentified						
NODE_422_length_24803_cov_70.986746	Unidentified						
NODE_4237_length_5046_cov_14.319976	Unidentified						
NODE_423_length_21116_cov_9.687574	Unidentified						
NODE_4245_length_6328_cov_8.147298	Unidentified						
NODE_4246_length_7309_cov_8.203474	Unidentified						
NODE_4248_length_6494_cov_141.054046	Unidentified						
NODE_424_length_18030_cov_9.442337	Unidentified						
NODE_424_length_22659_cov_17.394930	Unidentified						
NODE_4252_length_5194_cov_11.132711	Unidentified						
NODE_425_length_22796_cov_7.052592	Unidentified						
NODE_4261_length_6476_cov_11.847376	Unidentified						
NODE_4267_length_7280_cov_45.362907	Unidentified						
NODE_4271_length_6297_cov_9.038609	Unidentified						
NODE_427_length_16650_cov_16.331365	Unidentified						
NODE_427_length_20919_cov_10.774923	Unidentified						
NODE_4283_length_5696_cov_4.544584	Unidentified						
NODE_4286_length_6281_cov_27.700932	Unidentified						
NODE_4287_length_6281_cov_12.102313	Unidentified						
NODE_4287_length_6446_cov_5.411203	Unidentified						
NODE_4288_length_7125_cov_12.950354	Unidentified						
NODE_4289_length_6444_cov_9.182814	Unidentified						
NODE_428_length_17974_cov_15.481277	Unidentified						
NODE_4292_length_4492_cov_12.233942	Unidentified						
NODE_4292_length_7258_cov_8.666111	Unidentified						
NODE_4293_length_7120_cov_14.618117	Unidentified						
NODE_4297_length_4995_cov_13.787652	Unidentified						
NODE_429_length_24652_cov_22.835874	Unidentified						
NODE_42_length_96987_cov_13.805668	Unidentified						
NODE_4303_length_5155_cov_32.807451	Unidentified						
NODE_4304_length_5682_cov_4.050649	Unidentified						
NODE_4306_length_7102_cov_11.183199	Unidentified						
NODE_4309_length_6265_cov_22.755395	Unidentified						
NODE_4311_length_4982_cov_9.892429	Unidentified						
NODE_4314_length_5672_cov_5.346448	Unidentified						
NODE_4317_length_5843_cov_8.242398	Unidentified						
NODE_4318_length_6258_cov_24.688538	Unidentified						
NODE_4319_length_4978_cov_16.612431	Unidentified						
NODE_431_length_16569_cov_14.991341	Unidentified						
NODE_431_length_22467_cov_95.516018	Unidentified						
NODE_4321_length_6255_cov_96.388387	Unidentified						
NODE_4326_length_7081_cov_23.813123	Unidentified						
NODE_4327_length_7081_cov_20.997438	Unidentified						
NODE_4328_length_6415_cov_10.060535	Unidentified						
NODE_432_length_16557_cov_41.841474	Unidentified						
NODE_432_length_22449_cov_21.331696	Unidentified						
NODE_4333_length_6413_cov_4.750236	Unidentified						
NODE_4334_length_6412_cov_10.897279	Unidentified						
NODE_4337_length_5258_cov_10.071689	Unidentified						
NODE_4341_length_5364_cov_9.693728	Unidentified						
NODE_4346_length_6228_cov_94.649765	Unidentified						
NODE_434_length_25192_cov_42.555436	Unidentified						
NODE_4357_length_7043_cov_11.450630	Unidentified						
NODE_4359_length_6219_cov_98.122810	Unidentified						
NODE_435_length_16514_cov_14.696336	Unidentified						
NODE_4379_length_5332_cov_8.457267	Unidentified						
NODE_437_length_16461_cov_16.499147	Unidentified						
NODE_437_length_20701_cov_9.961930	Unidentified						
NODE_4383_length_6197_cov_24.724031	Unidentified						
NODE_438_length_16456_cov_13.677276	Unidentified						
NODE_438_length_19642_cov_7.895696	Unidentified						
NODE_4391_length_5784_cov_12.910805	Unidentified						
NODE_439_length_17274_cov_4.926651	Unidentified						
NODE_43_length_73074_cov_21.497775	Unidentified						
NODE_43_length_91361_cov_161.672409	Unidentified						
NODE_4400_length_6184_cov_12.595203	Unidentified						
NODE_4402_length_6348_cov_11.525187	Unidentified						
NODE_4406_length_6177_cov_8.988076	Unidentified						
NODE_4407_length_4924_cov_12.820292	Unidentified						
NODE_4408_length_4923_cov_18.259860	Unidentified						
NODE_4414_length_6998_cov_9.454559	Unidentified						
NODE_4419_length_6337_cov_139.937759	Unidentified						
NODE_441_length_19418_cov_9.773795	Unidentified						
NODE_441_length_20609_cov_4.590153	Unidentified						
NODE_442_length_17833_cov_15.013669	Unidentified						
NODE_442_length_24153_cov_21.023529	Unidentified						
NODE_443_length_16336_cov_16.670229	Unidentified						
NODE_443_length_24108_cov_12.259635	Unidentified						
NODE_444_length_24099_cov_6.228123	Unidentified						
NODE_4452_length_6966_cov_72.136883	Unidentified						
NODE_4455_length_6428_cov_44.741723	Unidentified						
NODE_4458_length_5741_cov_8.711396	Unidentified						
NODE_445_length_17142_cov_11.475215	Unidentified						
NODE_445_length_24922_cov_42.942695	Unidentified						
NODE_4462_length_6302_cov_10.279494	Unidentified						
NODE_4464_length_4889_cov_11.612329	Unidentified						
NODE_4468_length_5037_cov_9.238860	Unidentified						
NODE_4471_length_4884_cov_11.658729	Unidentified						
NODE_4475_length_4883_cov_11.373861	Unidentified						
NODE_447_length_21768_cov_12.251048	Unidentified						
NODE_4488_length_5027_cov_31.647627	Unidentified						
NODE_448_length_22168_cov_16.391625	Unidentified						
NODE_4490_length_4877_cov_13.676690	Unidentified						
NODE_4491_length_5555_cov_4.564000	Unidentified						
NODE_4498_length_6103_cov_7.954365	Unidentified						
NODE_4498_length_6925_cov_23.065211	Unidentified						
NODE_44_length_51052_cov_12.020962	Unidentified						
NODE_4501_length_7036_cov_12.153416	Unidentified						
NODE_4502_length_6256_cov_5.278665	Unidentified						
NODE_4503_length_4870_cov_14.777362	Unidentified						
NODE_450_length_16226_cov_43.588523	Unidentified						
NODE_450_length_17088_cov_11.108965	Unidentified						
NODE_450_length_20484_cov_6.984483	Unidentified						
NODE_4513_length_4866_cov_13.380378	Unidentified						
NODE_4517_length_7022_cov_43.957083	Unidentified						
NODE_4518_length_4863_cov_15.691556	Unidentified						
NODE_4519_length_6085_cov_17.795025	Unidentified						
NODE_451_length_24641_cov_41.555357	Unidentified						
NODE_4521_length_6085_cov_7.319403	Unidentified						
NODE_4523_length_6082_cov_8.539240	Unidentified						
