KO_ID	Function Name	AL1	AL3	AL4	CH1	CH2	CH3	SG1	SG2	SG3	SG4	SG5	SGT1	SGT2	SGT3	YG1	YG2	YG3
K13675	UDP-glucose:O-linked fucose beta-1,3-glucosyltransferase [EC:2.4.1.-]	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0
K13680	beta-mannan synthase [EC:2.4.1.32]	1	2	1	2	0	0	0	2	2	2	1	2	2	2	2	2	2
K13687	arabinofuranosyltransferase [EC:2.4.2.-]	1	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0	0
K13693	glucosyl-3-phosphoglycerate synthase [EC:2.4.1.266]	25	30	31	35	28	13	21	26	12	29	29	16	31	20	35	25	19
K13694	lipoprotein Spr	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
K13695	probable lipoprotein NlpC	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
K13706	abhydrolase domain-containing protein 14	1	1	1	0	0	0	0	1	1	1	0	0	1	1	1	1	1
K13714	bifunctional autolysin [EC:3.5.1.28 3.2.1.96]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
K13719	ubiquitin thioesterase OTU1 [EC:3.1.2.-]	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
K13721	aminopeptidase 2 [EC:3.4.11.-]	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
K13730	internalin A	1	0	1	1	0	1	1	0	2	2	0	1	1	1	2	0	1
K13735	adhesin/invasin	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K13745	L-2,4-diaminobutyrate decarboxylase [EC:4.1.1.86]	5	4	9	5	4	1	1	5	2	3	5	2	2	4	5	4	3
K13747	carboxynorspermidine decarboxylase [EC:4.1.1.96]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
K13754	solute carrier family 24 (sodium/potassium/calcium exchanger), member 6	1	0	0	1	0	0	1	1	1	0	1	1	1	0	0	1	0
K13761	high affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9 [EC:3.1.4.35]	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1
K13766	methylglutaconyl-CoA hydratase [EC:4.2.1.18]	5	6	12	5	6	4	7	10	4	7	7	6	6	8	8	6	8
K13770	TetR/AcrR family transcriptional regulator, fatty acid metabolism regulator protein	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0
K13771	Rrf2 family transcriptional regulator, nitric oxide-sensitive transcriptional repressor	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0
K13774	citronellol/citronellal dehydrogenase	0	2	1	1	1	1	0	2	0	1	1	1	0	0	1	0	1
K13775	citronellol/citronellal dehydrogenase	2	5	11	13	7	2	2	5	4	7	5	4	12	7	10	6	4
K13787	geranylgeranyl diphosphate synthase, type I [EC:2.5.1.1 2.5.1.10 2.5.1.29]	53	73	86	79	67	23	56	61	29	70	78	39	85	78	93	56	52
K13788	phosphate acetyltransferase [EC:2.3.1.8]	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	2	2
K13789	geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]	4	7	9	13	8	7	9	8	6	11	9	10	11	10	10	10	4
K13796	tricarballylate dehydrogenase	16	9	15	14	8	0	7	8	1	10	11	6	9	8	16	6	6
K13798	DNA-directed RNA polymerase subunit B [EC:2.7.7.6]	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
K13799	pantoate ligase / cytidylate kinase [EC:6.3.2.1 2.7.4.14]	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
K13800	UMP-CMP kinase [EC:2.7.4.- 2.7.4.14]	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K13806	sn1-specific diacylglycerol lipase [EC:3.1.1.-]	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1
K13810	transaldolase / glucose-6-phosphate isomerase [EC:2.2.1.2 5.3.1.9]	4	7	6	7	6	8	9	7	6	5	6	5	8	8	7	7	4
K13821	RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]	2	4	5	6	6	3	3	6	3	5	6	5	4	2	4	5	2
K13831	3-hexulose-6-phosphate synthase / 6-phospho-3-hexuloisomerase [EC:4.1.2.43 5.3.1.27]	1	0	1	1	2	0	1	1	0	3	2	1	1	1	3	0	2
K13832	3-dehydroquinate dehydratase / shikimate dehydrogenase [EC:4.2.1.10 1.1.1.25]	1	1	1	2	0	0	1	1	1	2	1	1	1	2	2	1	1
K13862	solute carrier family 4 (sodium borate transporter), member 11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K13889	glutathione transport system substrate-binding protein	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
K13911	basic salivary proline-rich protein 1/2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K13917	mRNA-capping enzyme [EC:2.7.7.50 3.6.1.-]	1	2	1	2	1	0	2	2	0	2	2	3	2	2	1	2	2
K13924	two-component system, chemotaxis family, CheB/CheR fusion protein [EC:2.1.1.80 3.1.1.61]	8	14	16	24	18	15	19	17	12	17	17	25	17	24	16	12	11
K13940	dihydroneopterin aldolase / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:4.1.2.25 2.7.6.3]	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
K13941	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase / dihydropteroate synthase [EC:2.7.6.3 2.5.1.15]	0	0	1	0	0	0	1	0	1	0	2	1	0	0	0	0	0
K13950	para-aminobenzoate synthetase [EC:2.6.1.85]	2	2	2	1	0	0	0	2	2	2	2	1	1	1	3	2	1
K13953	alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]	7	10	19	22	11	7	11	17	7	13	20	13	18	22	19	11	10
K13954	alcohol dehydrogenase [EC:1.1.1.1]	4	3	4	4	3	0	2	3	1	3	3	5	2	4	6	0	2
K13960	ubiquitin-conjugating enzyme E2 T [EC:2.3.2.23]	0	1	0	0	0	0	0	1	1	0	0	1	1	0	1	1	0
K13963	serpin B	18	20	16	14	7	9	11	12	8	10	14	11	14	9	15	9	13
K13979	uncharacterized zinc-type alcohol dehydrogenase-like protein [EC:1.-.-.-]	2	2	2	3	0	0	2	3	2	2	4	3	2	1	2	2	2
K13985	N-acyl-phosphatidylethanolamine-hydrolysing phospholipase D [EC:3.1.4.54]	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1
K13989	Derlin-2/3	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0
K13990	glutamate formiminotransferase / formiminotetrahydrofolate cyclodeaminase [EC:2.1.2.5 4.3.1.4]	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
K13991	photosynthetic reaction center H subunit	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0
K13992	photosynthetic reaction center cytochrome c subunit	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0
K13993	HSP20 family protein	64	76	107	96	64	35	74	80	37	85	88	49	98	75	106	64	56
K13995	maleamate amidohydrolase [EC:3.5.1.107]	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
K13998	dihydrofolate reductase / thymidylate synthase [EC:1.5.1.3 2.1.1.45]	1	1	1	1	0	0	2	1	1	0	1	1	1	1	1	1	1
K14004	protein transport protein SEC13	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
K14005	protein transport protein SEC31	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
K14006	protein transport protein SEC23	2	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	2
K14007	protein transport protein SEC24	1	1	1	3	0	0	1	1	3	1	2	1	1	1	1	1	2
K14011	UBX domain-containing protein 6	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0
K14012	UBX domain-containing protein 1	0	1	1	0	0	0	1	0	1	0	1	1	1	1	2	1	1
K14015	nuclear protein localization protein 4 homolog	0	2	1	2	0	0	0	1	1	1	1	1	2	0	1	1	1
K14016	ubiquitin fusion degradation protein 1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	2
K14018	phospholipase A-2-activating protein	1	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2
K14026	SEL1 protein	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
K14048	urease subunit gamma/beta [EC:3.5.1.5]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
K14050	geranylgeranyl transferase type-2 subunit alpha [EC:2.5.1.60]	1	1	1	1	1	0	1	1	1	0	0	0	1	0	0	1	1
K14059	integrase	0	0	1	5	4	0	3	1	0	0	1	1	3	1	0	1	0
K14060	putative DNA-invertase from lambdoid prophage Rac	5	4	3	3	4	1	1	5	3	2	4	3	1	1	5	4	3
K14066	geranyl diphosphate synthase [EC:2.5.1.1]	1	1	0	1	0	0	1	1	1	1	1	1	1	0	1	1	1
K14067	malate-CoA ligase subunit beta [EC:6.2.1.9]	0	0	2	2	0	0	0	0	0	0	1	3	1	0	1	1	0
K14083	trimethylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.250]	0	7	5	17	6	1	9	8	2	7	10	10	10	11	3	15	4
K14136	decaprenyl-phosphate phosphoribosyltransferase [EC:2.4.2.45]	1	1	1	1	1	0	0	1	0	1	0	0	0	0	1	0	1
K14152	phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP cyclohydrolase / histidinol dehydrogenase [EC:3.6.1.31 3.5.4.19 1.1.1.23]	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
K14153	hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.7.1.49 2.7.4.7 2.5.1.3]	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
K14155	cystathione beta-lyase [EC:4.4.1.8]	0	1	1	3	2	0	1	2	1	1	0	2	1	2	1	2	0
K14158	solute carrier family 5 (sodium/glucose cotransporter), member 1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K14160	protein ImuA	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K14161	protein ImuB	0	2	1	2	0	0	0	1	0	1	1	2	1	3	1	1	0
K14162	error-prone DNA polymerase [EC:2.7.7.7]	3	7	7	6	3	2	4	5	3	5	5	4	4	6	5	5	4
K14164	glycyl-tRNA synthetase [EC:6.1.1.14]	1	2	1	2	1	0	2	1	1	2	1	1	2	2	1	1	1
K14165	atypical dual specificity phosphatase [EC:3.1.3.16 3.1.3.48]	9	14	10	3	6	1	2	3	2	6	6	5	3	7	8	3	4
K14166	copper transport protein	1	1	4	4	3	1	1	2	1	3	1	2	3	2	3	1	2
K14170	chorismate mutase / prephenate dehydratase [EC:5.4.99.5 4.2.1.51]	1	3	3	5	3	1	2	2	2	5	4	3	2	6	5	3	1
K14187	chorismate mutase / prephenate dehydrogenase [EC:5.4.99.5 1.3.1.12]	3	3	3	5	5	3	6	6	4	6	5	6	6	5	5	6	6
K14190	GDP-L-galactose phosphorylase [EC:2.7.7.69]	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
K14191	18S rRNA (adenine1779-N6/adenine1780-N6)-dimethyltransferase [EC:2.1.1.183]	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1
K14192	clumping factor B	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1
K14194	serine-aspartate repeat-containing protein C/D/E	0	0	3	0	0	0	1	2	0	1	0	0	1	0	1	0	0
K14195	surface protein G	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
K14201	clumping factor A	1	0	1	0	0	0	1	1	0	0	1	2	0	2	2	1	0
K14205	phosphatidylglycerol lysyltransferase [EC:2.3.2.3]	2	2	2	1	2	1	2	0	0	0	1	2	1	2	1	2	0
K14207	solute carrier family 38 (sodium-coupled neutral amino acid transporter), member 2	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1
K14209	solute carrier family 36 (proton-coupled amino acid transporter)	2	2	2	2	2	0	2	2	2	2	1	1	2	2	1	2	2
K14257	FADH2 O2-dependent halogenase [EC:1.14.14.-]	1	1	1	4	2	2	3	1	2	1	3	2	3	3	1	2	1
K14259	2-dehydro-3-deoxy-D-arabinonate dehydratase [EC:4.2.1.141]	15	15	23	17	20	6	15	19	11	22	23	13	25	20	15	20	7
K14260	alanine-synthesizing transaminase [EC:2.6.1.66 2.6.1.2]	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
K14261	alanine-synthesizing transaminase [EC:2.6.1.-]	0	2	1	5	3	0	1	2	0	2	1	1	1	3	2	1	0
K14266	tryptophan halogenase [EC:1.14.19.9]	3	6	6	5	7	0	10	5	3	5	6	5	16	9	4	6	1
K14267	N-succinyldiaminopimelate aminotransferase [EC:2.6.1.17]	1	4	2	4	2	1	2	2	1	2	2	2	3	3	3	2	2
K14273	xylose dehydrogenase (NAD/NADP)	61	60	83	53	50	18	55	51	30	56	58	34	56	59	66	56	49
K14274	D-xylonolactonase	9	12	13	17	12	5	16	21	6	12	17	8	16	15	10	13	8
K14275	D-xylonate dehydratase	2	4	4	9	7	1	7	9	3	7	10	5	10	10	6	8	3
K14287	methionine aminotransferase [EC:2.6.1.-]	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0
K14290	exportin-1	2	1	1	2	1	0	1	1	2	1	1	1	1	1	2	2	1
K14292	trimethylguanosine synthase [EC:2.1.1.-]	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0	1	0
K14293	importin subunit beta-1	2	2	1	1	1	0	1	1	1	2	1	1	1	1	1	1	1
K14297	nuclear pore complex protein Nup98-Nup96	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
K14298	mRNA export factor	0	1	1	1	2	0	1	1	1	1	1	1	1	1	1	1	1
K14306	nuclear pore complex protein Nup62	0	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1
K14308	nuclear pore complex protein Nup54	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
K14309	nuclear pore complex protein Nup93	0	1	0	0	0	0	0	1	1	0	1	1	1	0	1	1	1
K14319	Ran GTPase-activating protein 1	1	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	0
K14324	histone deacetylase complex subunit SAP18	0	0	1	0	0	0	1	0	1	0	1	1	0	0	1	1	0
K14326	regulator of nonsense transcripts 1 [EC:3.6.4.-]	2	3	2	1	0	0	1	3	3	2	3	2	2	1	4	2	2
K14327	regulator of nonsense transcripts 2	1	2	2	1	0	0	2	2	1	2	1	1	1	1	1	1	1
K14330	fatty aldehyde-generating acyl-ACP reductase [EC:1.2.1.80]	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
K14331	fatty aldehyde decarbonylase [EC:4.1.99.5]	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
K14332	photosystem I subunit PsaO	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K14335	alpha-1,6-mannosyltransferase [EC:2.4.1.-]	1	1	2	1	2	1	2	2	1	2	1	1	1	1	2	1	1
K14347	solute carrier family 10 (sodium/bile acid cotransporter), member 7	1	2	2	3	0	0	1	2	2	2	2	2	1	2	2	2	2
K14376	poly(A) polymerase [EC:2.7.7.19]	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	1	1
K14387	solute carrier family 5 (high affinity choline transporter), member 7	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
K14389	solute carrier family 5 (sodium/glucose cotransporter), member 9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K14392	sodium/pantothenate symporter	3	3	6	2	4	1	4	2	3	6	7	2	9	6	4	3	2
K14393	cation/acetate symporter	6	9	13	9	10	4	5	7	6	10	9	7	8	9	11	7	9
K14396	polyadenylate-binding protein 2	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	0
K14397	cleavage and polyadenylation specificity factor subunit 5	1	0	1	1	1	0	1	1	1	0	1	1	1	1	0	1	0
K14399	polyribonucleotide 5'-hydroxyl-kinase [EC:2.7.1.78]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
K14400	pre-mRNA cleavage complex 2 protein Pcf11	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
K14401	cleavage and polyadenylation specificity factor subunit 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
K14402	cleavage and polyadenylation specificity factor subunit 2	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0
K14403	cleavage and polyadenylation specificity factor subunit 3 [EC:3.1.27.-]	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
K14404	cleavage and polyadenylation specificity factor subunit 4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
K14408	cleavage stimulation factor subunit 3	2	2	1	0	0	0	1	2	1	0	0	1	1	2	2	2	2
K14414	transcriptional regulatory protein RtcR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
K14415	tRNA-splicing ligase RtcB [EC:6.5.1.3]	33	53	63	50	43	24	39	51	26	48	46	39	50	59	57	50	31
K14416	elongation factor 1 alpha-like protein	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
K14432	ABA responsive element binding factor	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0
K14437	chromodomain-helicase-DNA-binding protein 7 [EC:3.6.4.12]	3	2	3	3	0	0	2	3	3	3	3	3	3	2	3	3	3
K14439	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 [EC:3.6.4.12]	2	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
K14440	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1 [EC:3.6.4.12]	1	1	1	2	0	1	2	2	1	1	1	3	3	2	4	2	1
K14441	ribosomal protein S12 methylthiotransferase [EC:2.8.4.4]	2	2	2	3	2	2	2	2	2	2	2	2	3	2	2	4	2
K14445	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2/3/5	13	11	12	8	11	7	6	10	6	9	9	5	9	6	7	7	5
K14447	(2R)-ethylmalonyl-CoA mutase	1	1	1	0	2	2	0	1	0	2	1	0	0	0	1	0	2
K14448	(2S)-methylsuccinyl-CoA dehydrogenase [EC:1.3.8.12]	1	1	0	0	1	1	0	2	0	1	0	0	0	0	1	0	2
K14449	2-methylfumaryl-CoA hydratase [EC:4.2.1.148]	1	4	4	3	2	2	2	1	1	4	4	2	1	4	5	2	4
K14454	aspartate aminotransferase, cytoplasmic [EC:2.6.1.1]	1	1	1	1	0	0	1	1	0	1	1	1	1	2	1	0	1
K14457	2-acylglycerol O-acyltransferase 2 [EC:2.3.1.22]	3	3	3	3	1	0	2	3	2	3	3	3	3	0	3	3	2
K14469	acrylyl-CoA reductase (NADPH) / 3-hydroxypropionyl-CoA dehydratase / 3-hydroxypropionyl-CoA synthetase [EC:1.3.1.84 4.2.1.116 6.2.1.36]	3	1	4	1	1	3	2	1	1	1	4	2	5	3	1	2	3
K14491	two-component response regulator ARR-B family	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	1	0
K14498	serine/threonine-protein kinase SRK2 [EC:2.7.11.1]	1	1	1	1	0	0	0	1	1	1	1	1	2	1	1	1	2
K14518	PII interaction protein X	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K14519	NADP-dependent aldehyde dehydrogenase [EC:1.2.1.4]	0	1	1	3	2	1	2	5	1	5	3	0	1	2	2	2	1
K14521	N-acetyltransferase 10 [EC:2.3.1.-]	2	1	2	2	0	0	1	1	1	1	2	1	2	2	2	1	1
K14525	ribonucleases P/MRP protein subunit RPP25 [EC:3.1.26.5]	0	1	1	0	0	0	0	1	1	1	1	1	1	1	0	1	1
K14536	ribosome assembly protein 1 [EC:3.6.5.-]	1	1	1	1	2	0	2	1	2	2	1	1	1	2	1	1	1
K14537	nuclear GTP-binding protein	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
K14538	nuclear GTP-binding protein	2	2	1	2	0	0	2	2	2	2	2	2	2	3	2	2	1
K14539	large subunit GTPase 1 [EC:3.6.1.-]	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1
K14540	ribosome biogenesis GTPase A	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1
K14544	U3 small nucleolar RNA-associated protein 22	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1
K14545	ribosomal RNA-processing protein 7	0	1	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1
K14546	U3 small nucleolar RNA-associated protein 5	0	1	1	1	0	0	1	1	0	1	1	1	1	0	1	1	0
K14549	U3 small nucleolar RNA-associated protein 15	1	1	1	1	1	0	0	1	1	0	0	1	1	1	2	0	1
K14550	U3 small nucleolar RNA-associated protein 10	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0
K14552	NET1-associated nuclear protein 1 (U3 small nucleolar RNA-associated protein 17)	0	0	1	1	0	0	0	0	0	0	1	0	1	1	0	0	1
K14553	U3 small nucleolar RNA-associated protein 18	2	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0
K14554	U3 small nucleolar RNA-associated protein 21	1	1	1	0	0	0	1	1	2	1	2	3	1	0	1	1	2
K14555	U3 small nucleolar RNA-associated protein 13	1	1	2	1	1	0	0	1	1	1	1	1	1	0	1	1	1
K14556	U3 small nucleolar RNA-associated protein 12	2	1	1	1	1	0	2	1	1	1	1	1	1	2	1	1	1
K14557	U3 small nucleolar RNA-associated protein 6	0	0	1	0	0	0	0	0	1	1	1	1	1	1	0	1	0
K14558	periodic tryptophan protein 2	1	2	1	1	0	0	1	1	1	1	1	1	2	1	1	1	1
K14559	U3 small nucleolar RNA-associated protein MPP10	1	1	1	1	0	0	1	1	0	1	1	1	1	0	1	2	1
K14560	U3 small nucleolar ribonucleoprotein protein IMP3	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1
K14561	U3 small nucleolar ribonucleoprotein protein IMP4	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0
K14563	rRNA 2'-O-methyltransferase fibrillarin [EC:2.1.1.-]	0	2	1	1	0	1	1	1	1	1	1	1	1	1	1	1	2
K14564	nucleolar protein 56	32	44	46	41	35	14	33	38	17	36	40	31	45	38	51	32	28
K14565	nucleolar protein 58	2	2	2	1	0	0	2	2	2	1	1	2	2	1	2	2	1
K14566	U3 small nucleolar RNA-associated protein 24	1	1	1	1	0	0	0	1	1	0	1	1	1	0	1	1	1
K14567	U3 small nucleolar RNA-associated protein 14	1	0	0	1	1	0	0	0	1	1	1	0	0	0	1	0	0
K14568	rRNA small subunit pseudouridine methyltransferase Nep1 [EC:2.1.1.260]	1	1	2	2	2	0	1	2	1	2	1	2	4	2	3	1	1
K14569	ribosome biogenesis protein BMS1	1	1	1	2	0	0	2	2	2	1	1	1	1	2	1	1	2
K14570	RNA exonuclease 1 [EC:3.1.-.-]	0	1	1	1	0	0	1	1	0	0	0	0	1	0	1	0	0
K14571	ribosome biogenesis ATPase	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
K14572	midasin	4	3	3	6	1	1	5	2	5	4	2	2	2	4	3	2	5
K14573	nucleolar protein 4	0	1	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1
K14574	ribosome maturation protein SDO1	23	26	33	30	22	8	19	29	6	26	18	15	28	23	40	22	20
K14575	AAA family ATPase	0	1	0	1	0	0	1	1	1	1	1	1	1	0	1	1	0
K14591	protein AroM	3	3	1	1	0	0	1	1	0	2	0	0	0	0	1	2	2
K14593	capsanthin/capsorubin synthase [EC:5.3.99.8]	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
K14597	chlorobactene glucosyltransferase	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0
K14604	2-hydroxy-6-oxo-6-(2'-carboxyphenyl)-hexa-2,4-dienoate hydrolase [EC:3.7.1.-]	0	2	0	0	1	0	1	1	0	1	0	1	1	1	1	1	1
K14605	lycopene cyclase CruA [EC:5.5.1.19]	1	1	1	1	1	2	1	1	1	1	1	1	3	1	1	1	1
K14606	lycopene cyclase CruP [EC:5.5.1.19]	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
K14617	LMBR1 domain-containing protein 1	0	2	1	1	0	0	1	2	0	1	0	1	1	0	2	2	1
K14621	phospholipase B1, membrane-associated [EC:3.1.1.4 3.1.1.5]	0	1	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0
K14623	DNA-damage-inducible protein D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
K14640	solute carrier family 20 (sodium-dependent phosphate transporter)	1	2	2	2	0	0	1	2	2	2	2	2	1	0	2	2	2
K14641	apyrase [EC:3.6.1.5]	1	1	0	1	0	0	0	1	1	1	1	1	1	0	1	1	1
K14645	serine protease [EC:3.4.21.-]	16	27	26	14	15	4	6	28	3	16	8	10	12	13	27	8	23
K14647	minor extracellular serine protease Vpr [EC:3.4.21.-]	0	0	1	2	0	1	1	0	0	0	3	0	2	0	0	3	0
K14652	3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]	9	13	17	25	17	14	23	15	11	20	17	20	26	17	15	16	10
K14654	2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase [EC:1.1.1.302]	23	26	33	31	22	7	22	24	8	24	29	12	31	20	36	20	20
K14655	tRNA pseudouridine synthase 8 / 2,5-diamino-6-(5-phospho-D-ribitylamino)-pyrimidin-4(3H)-one deaminase [EC:5.4.99.-]	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
K14656	FAD synthetase	23	27	33	26	22	11	24	30	9	28	27	13	29	27	34	19	19
K14663	protein N-terminal amidase [EC:3.5.1.-]	0	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0
K14664	IAA-amino acid hydrolase [EC:3.5.1.-]	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
K14674	TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase [EC:3.1.1.3 3.1.1.13 3.1.1.4 2.3.1.51]	0	1	0	1	0	0	1	1	0	1	1	1	1	0	1	1	1
K14680	RNA ligase [EC:6.5.1.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
K14682	amino-acid N-acetyltransferase [EC:2.3.1.1]	1	3	2	6	2	0	2	2	2	2	3	3	3	4	3	3	2
K14683	solute carrier family 34 (sodium-dependent phosphate cotransporter)	0	2	1	0	0	1	0	1	0	1	1	0	0	0	2	1	3
K14684	solute carrier family 25 (mitochondrial phosphate transporter), member 23/24/25/41	5	6	5	6	1	0	5	6	6	6	6	6	6	5	6	6	5
K14689	solute carrier family 30 (zinc transporter), member 2	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1
K14696	solute carrier family 30 (zinc transporter), member 9	0	1	1	0	1	0	1	1	0	1	1	1	0	0	1	1	0
K14709	solute carrier family 39 (zinc transporter), member 1/2/3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
K14724	solute carrier family 9 (sodium/hydrogen exchanger), member 8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K14727	3-oxoadipate enol-lactonase / 4-carboxymuconolactone decarboxylase [EC:3.1.1.24 4.1.1.44]	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	1
