KO_ID,Level_a,Level_b,Pathway,Function
K07858,Brite hierarchies,Signaling and cellular processes,GTP-binding proteins ,Rho family GTPase 2
K07859,Brite hierarchies,Signaling and cellular processes,GTP-binding proteins ,Rho family GTPase 3
K07975,Brite hierarchies,Signaling and cellular processes,GTP-binding proteins ,"Rho family, other"
K07896,Brite hierarchies,Signaling and cellular processes,GTP-binding proteins ,Ras-related protein Rab-41
K17047,Brite hierarchies,Signaling and cellular processes,GTP-binding proteins ,Ras-related protein Rab-19
K07917,Brite hierarchies,Signaling and cellular processes,GTP-binding proteins ,Ras-related protein Rab-30
K07911,Brite hierarchies,Signaling and cellular processes,GTP-binding proteins ,Ras-related protein Rab-20
K07915,Brite hierarchies,Signaling and cellular processes,GTP-binding proteins ,Ras-related protein Rab-28
K07916,Brite hierarchies,Signaling and cellular processes,GTP-binding proteins ,Ras-related protein Rab-7L1
K07921,Brite hierarchies,Signaling and cellular processes,GTP-binding proteins ,Ras-related protein Rab-34
K07922,Brite hierarchies,Signaling and cellular processes,GTP-binding proteins ,Ras-related protein Rab-36
K07924,Brite hierarchies,Signaling and cellular processes,GTP-binding proteins ,Ras-related protein Rab-39A
K07929,Brite hierarchies,Signaling and cellular processes,GTP-binding proteins ,Ras-related protein Rab-42
K17199,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,Ras and EF-hand domain-containing protein
K07931,Brite hierarchies,Signaling and cellular processes,GTP-binding proteins ,Rab-like protein 2
K07976,Brite hierarchies,Signaling and cellular processes,GTP-binding proteins ,"Rab family, other"
K07949,Brite hierarchies,Signaling and cellular processes,GTP-binding proteins ,ADP-ribosylation factor-like protein 5A
K07950,Brite hierarchies,Signaling and cellular processes,GTP-binding proteins ,ADP-ribosylation factor-like protein 5B
K07945,Brite hierarchies,Signaling and cellular processes,GTP-binding proteins ,ADP-ribosylation factor-like protein 4
K07957,Brite hierarchies,Signaling and cellular processes,GTP-binding proteins ,ADP-ribosylation factor-like protein 9
K07958,Brite hierarchies,Signaling and cellular processes,GTP-binding proteins ,ADP-ribosylation factor-like protein 10
K07959,Brite hierarchies,Signaling and cellular processes,GTP-binding proteins ,ADP-ribosylation factor-like protein 11
K07960,Brite hierarchies,Signaling and cellular processes,GTP-binding proteins ,ADP-ribosylation factor-like protein 12
K07961,Brite hierarchies,Signaling and cellular processes,GTP-binding proteins ,ADP-ribosylation factor-like protein 13A
K07962,Brite hierarchies,Signaling and cellular processes,GTP-binding proteins ,ADP-ribosylation factor-like protein 13B
K17200,Brite hierarchies,Signaling and cellular processes,GTP-binding proteins ,ADP-ribosylation factor-like protein 14
K17201,Brite hierarchies,Signaling and cellular processes,GTP-binding proteins ,ADP-ribosylation factor-like protein 15
K07977,Brite hierarchies,Signaling and cellular processes,GTP-binding proteins ,"Arf/Sar family, other"
K07933,Brite hierarchies,Signaling and cellular processes,GTP-binding proteins ,Rab-like protein 3
K24888,Brite hierarchies,Signaling and cellular processes,GTP-binding proteins ,GTP-binding protein 2
K24191,Brite hierarchies,Signaling and cellular processes,Cytokines and growth factors ,prokineticin
K04384,Brite hierarchies,Signaling and cellular processes,Cytokines and growth factors ,"transforming growth factor beta, invertebrate"
K22413,Brite hierarchies,Signaling and cellular processes,Glycosaminoglycan binding proteins ,fibroblast growth factor 11/12/13
K22652,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,transmembrane protein 25
K22653,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,neuroplastin
K16826,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,signal-regulatory protein beta 2
K06782,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,cell adhesion molecule 2
K06783,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,cell adhesion molecule 4
K06772,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,limbic system-associated membrane protein
K06773,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,opioid binding protein/cell adhesion molecule-like
K06774,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,neurotrimin
K22654,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,immunoglobulin superfamily DCC subclass member 3
K22655,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,immunoglobulin superfamily member 9
K22656,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,immunoglobulin superfamily member 9B
K06784,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,"roundabout, axon guidance receptor 4"
K06761,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,contactin 3
K06762,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,contactin 4
K06763,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,contactin 5
K06764,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,contactin 6
K22657,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,immunoglobulin superfamily DCC subclass member 4
K06758,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,L1 cell adhesion molecule like protein
K06767,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,Down syndrome cell adhesion molecule
K06768,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,Down syndrome cell adhesion molecule-like protein 1
K16353,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,protein sidekick
K06798,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,"cadherin 6, type 2, K-cadherin"
K06799,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,"cadherin 7, type 2"
K06800,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,"cadherin 8, type 2"
K06801,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,"cadherin 9, type 2, T1-cadherin"
K06802,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,"cadherin 10, type 2, T2-cadherin"
K06803,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,"cadherin 11, type 2, OB-cadherin"
K06804,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,"cadherin 12, type 2, N-cadherin 2"
K06810,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,"cadherin 16, KSP-cadherin"
K06805,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,"cadherin 18, type 2"
K06806,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,"cadherin 19, type 2"
K06807,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,"cadherin 20, type 2"
K06812,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,cadherin 22
K06814,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,cadherin-like 24
K22658,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,cadherin 26
K07598,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,desmoglein 3
K07599,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,desmoglein 4
K07600,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,desmocollin 1
K07602,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,desmocollin 3
K16494,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,protocadherin beta
K16495,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,protocadherin gamma subfamily A
K16496,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,protocadherin gamma subfamily B
K16497,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,protocadherin gamma subfamily C
K16499,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,protocadherin delta 2
K16501,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,cadherin-related family member 1
K16502,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,cadherin-related family member 2
K16503,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,cadherin-related family member 3
K16504,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,cadherin-related family member 4
K16505,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,cadherin-related family member 5
K22659,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,calsyntenin 1
K22660,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,calsyntenin 2
K22661,Brite hierarchies,Signaling and cellular processes,Cell adhesion molecules ,calsyntenin 3
K06488,Brite hierarchies,Signaling and cellular processes,Glycosylphosphatidylinositol (GPI)-anchored proteins ,CDW52 antigen
K06500,Brite hierarchies,Signaling and cellular processes,CD molecules ,pregnancy specific beta-1-glycoprotein
K06502,Brite hierarchies,Signaling and cellular processes,Lectins ,CD69 antigen
K06510,Brite hierarchies,Signaling and cellular processes,CD molecules ,CD83 antigen
K06511,Brite hierarchies,Signaling and cellular processes,CD molecules ,CD84 antigen
K06702,Brite hierarchies,Signaling and cellular processes,Lectins ,CDW93 antigen
K06517,Brite hierarchies,Signaling and cellular processes,CD molecules ,CD96 antigen
K06526,Brite hierarchies,Signaling and cellular processes,CD molecules ,endoglin
K06537,Brite hierarchies,Signaling and cellular processes,CD molecules ,CD151 antigen
K06542,Brite hierarchies,Signaling and cellular processes,Glycosylphosphatidylinositol (GPI)-anchored proteins ,CD160 antigen
K06545,Brite hierarchies,Signaling and cellular processes,CD molecules ,CD163 antigen
K06549,Brite hierarchies,Signaling and cellular processes,Lectins ,sialic acid binding Ig-like lectin 5
K06552,Brite hierarchies,Signaling and cellular processes,CD molecules ,CD177 antigen
K06553,Brite hierarchies,Signaling and cellular processes,CD molecules ,pre-B lymphocyte gene
K06555,Brite hierarchies,Signaling and cellular processes,CD molecules ,CD180 antigen
K06556,Brite hierarchies,Signaling and cellular processes,CD molecules ,CD200 antigen
K06565,Brite hierarchies,Signaling and cellular processes,CD molecules ,lymphocyte-activation gene 3 protein
K06569,Brite hierarchies,Signaling and cellular processes,CD molecules ,melanoma-associated antigen p97
K06570,Brite hierarchies,Signaling and cellular processes,CD molecules ,lymphocyte antigen 9
K06578,Brite hierarchies,Signaling and cellular processes,CD molecules ,Lutheran blood group glycoprotein
K06581,Brite hierarchies,Signaling and cellular processes,CD molecules ,intercellular adhesion molecule 4
K06706,Brite hierarchies,Signaling and cellular processes,Lectins ,"CD248 antigen, endosialin"
K06707,Brite hierarchies,Signaling and cellular processes,CD molecules ,B- and T-lymphocyte attenuator
K06716,Brite hierarchies,Signaling and cellular processes,Glycosylphosphatidylinositol (GPI)-anchored proteins ,ADP-ribosyltransferase 1 [EC:2.4.2.31]
K06717,Brite hierarchies,Signaling and cellular processes,Glycosylphosphatidylinositol (GPI)-anchored proteins ,ADP-ribosyltransferase 4 [EC:2.4.2.31]
K06719,Brite hierarchies,Signaling and cellular processes,CD molecules ,CD300 antigen
K06722,Brite hierarchies,Signaling and cellular processes,CD molecules ,CD302 antigen
K06725,Brite hierarchies,Signaling and cellular processes,CD molecules ,leukocyte-associated Ig-like receptor
K06727,Brite hierarchies,Signaling and cellular processes,CD molecules ,Fc receptor-like protein
K06732,Brite hierarchies,Signaling and cellular processes,CD molecules ,CUB domain-containing protein 1
K06733,Brite hierarchies,Signaling and cellular processes,CD molecules ,SLAM family member 7
K06734,Brite hierarchies,Signaling and cellular processes,CD molecules ,CD320 antigen
K06738,Brite hierarchies,Signaling and cellular processes,Lectins ,sialic acid binding Ig-like lectin 6
K06739,Brite hierarchies,Signaling and cellular processes,Lectins ,sialic acid binding Ig-like lectin 7
K16851,Brite hierarchies,Signaling and cellular processes,CD molecules ,high affinity immunoglobulin alpha and immunoglobulin mu Fc receptor
K16852,Brite hierarchies,Signaling and cellular processes,CD molecules ,SLAM family member 6
K16853,Brite hierarchies,Signaling and cellular processes,CD molecules ,SLAM family member 8
K14362,Brite hierarchies,Signaling and cellular processes,CD molecules ,triggering receptor expressed on myeloid cells 1
K16361,Brite hierarchies,Signaling and cellular processes,CD molecules ,cytotoxic and regulatory T-cell molecule
K16854,Brite hierarchies,Signaling and cellular processes,CD molecules ,ecotropic viral integration site 2B protein
K20412,Brite hierarchies,Signaling and cellular processes,CD molecules ,peptidase inhibitor 16
K20413,Brite hierarchies,Signaling and cellular processes,CD molecules ,hepatitis A virus cellular receptor 1
K20414,Brite hierarchies,Signaling and cellular processes,CD molecules ,hepatitis A virus cellular receptor 2
K17840,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,aminoglycoside 2'-N-acetyltransferase I [EC:2.3.1.59]
K03395,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,aminoglycoside 3-N-acetyltransferase I [EC:2.3.1.60]
K19275,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,aminoglycoside 3-N-acetyltransferase II [EC:2.3.1.81]
K19276,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,aminoglycoside 3-N-acetyltransferase IV [EC:2.3.1.81]
K19277,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,aminoglycoside 3-N-acetyltransferase VI [EC:2.3.1.81]
K00662,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,aminoglycoside 3-N-acetyltransferase [EC:2.3.1.81]
K18815,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,aminoglycoside 6'-N-acetyltransferase I [EC:2.3.1.82]
K19278,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,aminoglycoside 6'-N-acetyltransferase Ib [EC:2.3.1.82]
K18816,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,aminoglycoside 6'-N-acetyltransferase I [EC:2.3.1.82]
K19301,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,aminoglycoside 6'-N-acetyltransferase II [EC:2.3.1.82]
K00663,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,aminoglycoside 6'-N-acetyltransferase [EC:2.3.1.82]
K19883,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,bifunctional aminoglycoside 6'-N-acetyltransferase / aminoglycoside 2''-phosphotransferase [EC:2.3.1.82 2.7.1.190]
K19313,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,aminocyclitol acetyltransferase [EC:2.3.-.-]
K19063,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,streptothricin acetyltransferase [EC:2.3.-.-]
K19314,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,streptothricin acetyltransferase [EC:2.3.-.-]
K19273,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,streptothricin acetyltransferase [EC:2.3.-.-]
K17881,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,aminoglycoside 2''-adenylyltransferase [EC:2.7.7.46]
K00984,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,"streptomycin 3\""-adenylyltransferase [EC:2.7.7.47]"
K17882,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,kanamycin nucleotidyltransferase [EC:2.7.7.-]
K19544,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,aminoglycoside 4'-adenylyltransferase [EC:2.7.7.-]
K05593,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,aminoglycoside 6-adenylyltransferase [EC:2.7.7.-]
K19279,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,aminoglycoside 9-adenylyltransferase [EC:2.7.7.-]
K17910,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,aminoglycoside 2''-phosphotransferase [EC:2.7.1.190]
K19272,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,aminoglycoside 3'-phosphotransferase I [EC:2.7.1.95]
K19300,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,aminoglycoside 3'-phosphotransferase II [EC:2.7.1.95]
K19299,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,aminoglycoside 3'-phosphotransferase III [EC:2.7.1.95]
K19274,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,aminoglycoside 3'-phosphotransferase VI [EC:2.7.1.95]
K19543,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,aminoglycoside 3'-phosphotransferase [EC:2.7.1.95]
K19315,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,aminoglycoside 3'-phosphotransferase XV [EC:2.7.1.95]
K00897,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,kanamycin kinase [EC:2.7.1.95]
K10673,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,"streptomycin 3\""-kinase [EC:2.7.1.87]"
K18817,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,hygromycin-B 4-O-kinase [EC:2.7.1.163]
K04343,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,streptomycin 6-kinase [EC:2.7.1.72]
K17880,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,hygromycin-B 7''-O-kinase [EC:2.7.1.119]
K18844,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,spectinomycin phosphotransferase
K18220,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,ribosomal protection tetracycline resistance protein
K06880,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,erythromycin esterase [EC:3.1.1.-]
K18235,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,virginiamycin B lyase [EC:4.2.99.-]
K19545,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,lincosamide nucleotidyltransferase A/C/D/E
K18236,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,lincosamide nucleotidyltransferase B/F
K18234,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,virginiamycin A acetyltransferase [EC:2.3.1.-]
K21251,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,macrolide glycosyltransferase
K06979,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,macrolide phosphotransferase
K19271,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,chloramphenicol O-acetyltransferase type A [EC:2.3.1.28]
K00638,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,chloramphenicol O-acetyltransferase type B [EC:2.3.1.28]
K18554,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,chloramphenicol 3-O phosphotransferase [EC:2.7.1.-]
K18555,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,fluoroquinolone resistance protein
K19062,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,rifampin ADP-ribosylating transferase
K21288,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,rifampin ADP-ribosylating transferase
K21267,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,rifampicin monooxygenase [EC:1.14.13.211]
K21253,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,glutathione S-transferase fosA [EC:2.5.1.18]
K21264,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,glutathione S-transferase fosA2 [EC:2.5.1.18]
K21265,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,glutathione S-transferase fosA5 [EC:2.5.1.18]
K21252,Brite hierarchies,Signaling and cellular processes,Antimicrobial resistance genes ,fosfomycin resistance protein FosX
K08108,Brite hierarchies,Signaling and cellular processes,Glycosylphosphatidylinositol (GPI)-anchored proteins ,glypican 2
K08111,Brite hierarchies,Signaling and cellular processes,Glycosylphosphatidylinositol (GPI)-anchored proteins ,glypican 5
K08112,Brite hierarchies,Signaling and cellular processes,Glycosylphosphatidylinositol (GPI)-anchored proteins ,glypican 6
K05843,Brite hierarchies,Signaling and cellular processes,Proteoglycans ,"transforming growth factor, beta receptor III"
K08115,Brite hierarchies,Signaling and cellular processes,Proteoglycans ,chondroitin sulfate proteoglycan 4
K08116,Brite hierarchies,Signaling and cellular processes,Proteoglycans ,chondroitin sulfate proteoglycan 5
K25036,Brite hierarchies,Signaling and cellular processes,Proteoglycans ,endothelial cell-specific molecule 1
K08118,Brite hierarchies,Signaling and cellular processes,Proteoglycans ,biglycan
K08119,Brite hierarchies,Signaling and cellular processes,Proteoglycans ,extracellular matrix protein 2
K08120,Brite hierarchies,Signaling and cellular processes,Proteoglycans ,asporin
K08123,Brite hierarchies,Signaling and cellular processes,Proteoglycans ,keratocan
K08124,Brite hierarchies,Signaling and cellular processes,Proteoglycans ,osteomodulin
K08125,Brite hierarchies,Signaling and cellular processes,Proteoglycans ,prolargin
K08126,Brite hierarchies,Signaling and cellular processes,Proteoglycans ,osteoglycin
K08127,Brite hierarchies,Signaling and cellular processes,Proteoglycans ,epiphycan
K08128,Brite hierarchies,Signaling and cellular processes,Proteoglycans ,opticin
K08129,Brite hierarchies,Signaling and cellular processes,Proteoglycans ,nyctalopin
K08130,Brite hierarchies,Signaling and cellular processes,Proteoglycans ,tsukushi
K25037,Brite hierarchies,Signaling and cellular processes,Proteoglycans ,podocan
K25038,Brite hierarchies,Signaling and cellular processes,Proteoglycans ,podocan-like protein 1
K06792,Brite hierarchies,Signaling and cellular processes,Lectins ,aggrecan 1
K06794,Brite hierarchies,Signaling and cellular processes,Lectins ,neurocan core protein
K06795,Brite hierarchies,Signaling and cellular processes,Lectins ,brevican
K06849,Brite hierarchies,Signaling and cellular processes,Proteoglycans ,proteoglycan peptide core protein
K08136,Brite hierarchies,Signaling and cellular processes,Proteoglycans ,testican
K24286,Brite hierarchies,Signaling and cellular processes,Proteoglycans ,proteoglycan 4
K06828,Brite hierarchies,Signaling and cellular processes,Glycosaminoglycan binding proteins ,midkine
K16641,Brite hierarchies,Signaling and cellular processes,Glycosaminoglycan binding proteins ,hepatoma-derived growth factor
K16642,Brite hierarchies,Signaling and cellular processes,Glycosaminoglycan binding proteins ,pleiotrophin
K23342,Brite hierarchies,Signaling and cellular processes,Glycosaminoglycan binding proteins ,fibrillin 2/3
K24354,Brite hierarchies,Signaling and cellular processes,Glycosaminoglycan binding proteins ,SPARC-related modular calcium-binding protein
K16627,Brite hierarchies,Signaling and cellular processes,Glycosaminoglycan binding proteins ,"superoxide dismutase, Cu-Zn family [EC:1.15.1.1]"
K19252,Brite hierarchies,Viral protein families,Viral proteins ,"Dependoparvovirus capsid protein VP1, adeno-associated virus type"
K19257,Brite hierarchies,Viral protein families,Viral proteins ,Herpesviridae envelope glycoprotein M
K19288,Brite hierarchies,Viral protein families,Viral fusion proteins ,Alphavirus structral polyprotein [EC:3.4.21.90]
K19261,Brite hierarchies,Viral protein families,Viral fusion proteins ,Pneumoviridae fusion glycoprotein F0
K19262,Brite hierarchies,Viral protein families,Viral proteins ,Mastadenovirus fiber protein
K19263,Brite hierarchies,Viral protein families,Viral proteins ,Orthopoxvirus protein A27
K16644,Brite hierarchies,Signaling and cellular processes,Glycosaminoglycan binding proteins ,actin-assembly inducing protein
K16645,Brite hierarchies,Signaling and cellular processes,Glycosaminoglycan binding proteins ,heparin binding hemagglutinin HbhA
K10077,Brite hierarchies,Signaling and cellular processes,Lectins ,layilin
K19012,Brite hierarchies,Signaling and cellular processes,Glycosaminoglycan binding proteins ,lymphatic vessel endothelial hyaluronan receptor 1
K19020,Brite hierarchies,Signaling and cellular processes,Glycosaminoglycan binding proteins ,stabilin-1
K19013,Brite hierarchies,Signaling and cellular processes,Glycosaminoglycan binding proteins ,stabilin-2
K19031,Brite hierarchies,Signaling and cellular processes,Glycosaminoglycan binding proteins ,cell migration-inducing and hyaluronan-binding protein [EC:3.2.1.35]
K22144,Brite hierarchies,Signaling and cellular processes,Glycosaminoglycan binding proteins ,cell surface hyaluronidase [EC:3.2.1.35]
K15414,Brite hierarchies,Signaling and cellular processes,Glycosaminoglycan binding proteins ,"complement component 1 Q subcomponent-binding protein, mitochondrial"
K06848,Brite hierarchies,Signaling and cellular processes,Glycosaminoglycan binding proteins ,hyaluronan and proteoglycan link protein 1
K06851,Brite hierarchies,Signaling and cellular processes,Glycosaminoglycan binding proteins ,hyaluronan and proteoglycan link protein 2
K06853,Brite hierarchies,Signaling and cellular processes,Glycosaminoglycan binding proteins ,hyaluronan and proteoglycan link protein 4
K19014,Brite hierarchies,Signaling and cellular processes,Glycosaminoglycan binding proteins ,inter-alpha-trypsin inhibitor heavy chain H1
K19015,Brite hierarchies,Signaling and cellular processes,Glycosaminoglycan binding proteins ,inter-alpha-trypsin inhibitor heavy chain H2
K24513,Brite hierarchies,Signaling and cellular processes,Glycosaminoglycan binding proteins ,inter-alpha-trypsin inhibitor heavy chain H3
K19016,Brite hierarchies,Signaling and cellular processes,Glycosaminoglycan binding proteins ,interphotoreceptor matrix proteoglycan 1
K19017,Brite hierarchies,Signaling and cellular processes,Glycosaminoglycan binding proteins ,interphotoreceptor matrix proteoglycan 2
K19018,Brite hierarchies,Signaling and cellular processes,Glycosaminoglycan binding proteins ,tumor necrosis factor-inducible gene 6 protein
K19019,Brite hierarchies,Signaling and cellular processes,Glycosaminoglycan binding proteins ,intracellular hyaluronan-binding protein 4
K00775,Brite hierarchies,Signaling and cellular processes,Glycosylphosphatidylinositol (GPI)-anchored proteins ,ADP-ribosyltransferase 3 [EC:2.4.2.31]
K08257,Brite hierarchies,Signaling and cellular processes,Glycosylphosphatidylinositol (GPI)-anchored proteins ,"mannan endo-1,6-alpha-mannosidase [EC:3.2.1.101]"
K19894,Brite hierarchies,Signaling and cellular processes,Glycosylphosphatidylinositol (GPI)-anchored proteins ,sperm acrosome membrane-associated protein 4
K19895,Brite hierarchies,Signaling and cellular processes,Glycosylphosphatidylinositol (GPI)-anchored proteins ,GDNF family receptor alpha
K16659,Brite hierarchies,Signaling and cellular processes,Glycosylphosphatidylinositol (GPI)-anchored proteins ,reticulon-4 receptor
K06846,Brite hierarchies,Signaling and cellular processes,Glycosylphosphatidylinositol (GPI)-anchored proteins ,lymphocyte antigen 6 complex locus protein D/E/F/G6/H
K20001,Brite hierarchies,Signaling and cellular processes,Glycosylphosphatidylinositol (GPI)-anchored proteins ,glycosylphosphatidylinositol-anchored high density lipoprotein-binding protein 1
K19896,Brite hierarchies,Signaling and cellular processes,Glycosylphosphatidylinositol (GPI)-anchored proteins ,mucin TcMUCII
K19897,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,fasciclin 1
K19898,Brite hierarchies,Signaling and cellular processes,Glycosylphosphatidylinositol (GPI)-anchored proteins ,alpha-agglutinin
K19899,Brite hierarchies,Signaling and cellular processes,Glycosylphosphatidylinositol (GPI)-anchored proteins ,pancreatic secretory granule membrane major glycoprotein GP2
K25029,Brite hierarchies,Signaling and cellular processes,Glycosylphosphatidylinositol (GPI)-anchored proteins ,otoancorin
K19900,Brite hierarchies,Signaling and cellular processes,Glycosylphosphatidylinositol (GPI)-anchored proteins ,hyphal wall protein
K22493,Brite hierarchies,Signaling and cellular processes,Glycosylphosphatidylinositol (GPI)-anchored proteins ,agglutinin-like protein
K22494,Brite hierarchies,Signaling and cellular processes,Glycosylphosphatidylinositol (GPI)-anchored proteins ,CFEM-containing surface protein
K25084,Brite hierarchies,Signaling and cellular processes,Glycosylphosphatidylinositol (GPI)-anchored proteins ,contact site A protein
K25085,Brite hierarchies,Signaling and cellular processes,Glycosylphosphatidylinositol (GPI)-anchored proteins ,prespore-specific protein A
K17513,Brite hierarchies,Signaling and cellular processes,Lectins ,C-type lectin superfamily 17 member A
K10060,Brite hierarchies,Signaling and cellular processes,Lectins ,C-type lectin domain family 4 member F
K10065,Brite hierarchies,Signaling and cellular processes,Lectins ,collectin sub-family member 10
K10075,Brite hierarchies,Signaling and cellular processes,Lectins ,killer cell lectin-like receptor subfamily F member 1
K10076,Brite hierarchies,Signaling and cellular processes,Lectins ,killer cell lectin-like receptor subfamily G member 1
